,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
20,0.7045962,0.30144382,-0.29703727,-2.8094816,-6.0455365,0.15857008,0.957257,-1.6643108,-2.6158345,-0.44135192,-0.11445068,-0.6426881,-1.8582854,-0.61876655,-2.0349755,-0.36393744,0.48547405,0.11713371,-1.0848595,-0.5181361,-1.5707699,0.7616055,-0.051984593,-0.14648287,-1.028306,-2.517956,-0.22922388,-0.278101,-1.8866256,0.9284591,-0.16812746,-0.06557798
21,-2.9904556,0.5477626,-2.2371464,-1.3664861,-0.27171335,0.6988676,1.7297679,-0.1942182,-0.44762692,-0.5796231,-0.08921524,-4.675422,2.0447235,-0.29033783,-3.5187485,-0.3997272,0.99554807,0.94108284,-1.0194021,-1.6125162,-0.036867592,-2.6660845,0.013994296,-0.638995,-0.3753377,-8.587497,0.7495654,-0.8052596,0.010922797,0.59148437,0.009554751,-4.323775
22,0.03175355,0.79343003,-0.8664384,0.2323712,0.24164444,1.3910348,-1.0985854,-0.04746096,-4.6194987,-2.2314553,-0.09433328,0.1702877,-2.311052,-0.08409176,0.20498244,0.10700722,0.065761544,0.77417827,-0.28483987,-0.12163876,-0.06884505,-4.206935,-0.9863955,-2.3340461,-0.016421422,0.31566274,-1.2791584,-2.5835395,0.13966846,-1.1502274,-0.09052656,-0.54294324
23,-0.24059604,1.0041991,-0.20280018,-0.9683032,-2.9821904,-0.07784117,0.36578754,-1.5010657,-1.9083109,-0.26390404,-0.27178892,-1.8753723,-0.5260027,-0.18453103,-0.26776737,-1.2543229,-1.1306548,0.8227613,-0.1671322,-0.00520844,-3.0549133,0.4829234,-0.14787255,-0.18594256,-1.0804834,-0.5073829,-0.475223,-0.09308938,-4.983129,1.7786742,-0.59086806,-1.7476786
24,-0.7349897,0.7270845,0.010228712,-2.0431323,-0.5421856,0.5776893,-1.1397238,-1.0112381,0.4097433,-0.03721522,-8.773662,-3.9218328,-1.7499297,-1.3293303,-1.3078328,0.007585438,-0.36844707,1.0670391,-0.8824634,-0.34110907,-0.23228009,-0.217358,-0.24462871,-0.37252018,-1.9397304,0.88828975,-2.2813346,-0.12651974,-0.09011283,1.0133698,-3.3497367,-0.5496388
25,-2.080505,1.1506454,0.2132713,-3.7707553,0.04255194,0.99847305,1.430117,0.070442915,-0.05013793,-2.8334162,-0.82270855,0.3020403,-1.7878851,-0.022587005,-0.18528342,-0.18254381,-0.7407004,0.45774996,0.041314602,-0.17270353,-0.021861084,-2.0070207,-0.97093284,-2.7379901,0.045909535,-0.3268087,-1.1739626,-3.1241584,0.09340406,0.12031545,0.17108737,-0.18469752
26,-1.1511793,0.8627326,-0.17364441,-3.3659403,0.19519798,-0.6308629,-1.7984645,0.006514746,1.1883427,-2.8610008,0.1567633,0.60555625,-0.29471275,0.07574834,-0.01843737,-0.12149893,-1.3013506,0.72023636,-0.45082122,-0.42879024,-0.10518029,-2.4912536,-0.36527652,-2.7855496,0.0807998,0.22970392,-0.27688327,-3.1156945,-0.2129147,3.5530279,0.08574152,-0.44416732
27,-2.6316733,0.80816746,-1.8395852,0.18960176,-0.5423191,0.5133617,1.200269,-0.061072696,-0.5124133,-0.46597484,-0.5995692,-2.281693,-2.3344123,-1.1457852,0.4494422,0.26413015,-0.79575956,0.5148905,-12.675101,-1.2008257,-0.15056704,-0.71452695,-0.33204043,-0.39088804,-0.20461908,1.137806,0.40014425,-0.5244497,-0.119048305,-0.2297067,-0.12512317,-1.7473302
28,-1.8913888,2.200448,-0.017542247,-3.0637534,0.29912552,0.59487253,-2.1106925,0.034029666,-1.580287,0.16649774,-0.67905396,0.18106087,-3.2746322,-0.14595616,-1.3719413,-1.0655543,-5.656225,2.6809883,0.07451324,-0.63191974,-0.050809428,-0.047217604,-0.73483163,-0.012727107,-0.23611194,0.57740927,-1.0583714,0.059841633,-0.25991008,1.2266039,-0.6977148,0.011520079
29,-1.4218613,0.92702514,-0.56113505,1.3182534,-0.44617927,0.8556575,-0.20031017,-1.307858,-0.5423153,0.07136845,0.22167149,-1.441387,-0.8436755,-1.4715115,-1.265642,-1.2993557,-2.0551782,0.69271624,0.08136836,-0.5566019,-2.0628774,-0.7615081,-1.063043,0.17842625,-1.8156118,-0.3504081,-0.18644993,-0.10640958,-4.083755,-0.4453092,-2.2435758,0.21499759
30,0.48113564,0.19980954,-0.18939067,0.17437288,-0.22861278,0.83683985,-0.5848516,-2.0719635,-0.56450725,-0.12955192,-1.0444665,-1.1891867,-1.5728488,-0.25788713,-1.8352814,-3.7742338,-1.5754756,1.4514698,-1.0004199,-0.22799924,-1.348203,-0.38605896,-0.59695685,-0.09120143,-1.9057399,-0.7932399,-0.7977676,0.07081606,-1.7958466,-0.031428427,-0.09657528,-0.9593682
31,0.30689108,0.49675122,-0.67309976,-1.1354961,-0.91459894,-0.028377792,-3.1636627,-1.28501,-0.0821772,-0.1092656,-0.5813924,-2.0750954,-0.25131336,-3.2111719,0.090358324,0.58686227,-1.13804,0.06930448,-1.4731826,-0.80067235,-0.13564506,-1.3894424,0.13113895,-0.26317984,-0.9733319,0.067104444,-6.4032154,0.020729981,0.509187,1.3289812,-2.35467,0.23559348
32,-0.5447318,0.6079377,0.29124898,0.77837664,-0.7284083,0.030228341,-0.8042742,-0.6048433,-2.6766007,-0.17062876,-1.2972826,-0.105582215,-0.26799944,-0.8968382,-0.48316002,-2.514583,-0.6504098,1.1255741,-0.34827697,-0.4861701,-1.6084201,-0.036447134,-0.35714316,0.009769531,-1.389057,-2.005555,-0.5880233,-0.021985898,-2.950654,1.6533918,-0.7283499,-0.2222239
33,-1.9220916,0.8270127,-0.8799775,-3.7054763,-0.83960223,0.8604393,0.49870723,0.020295981,-1.6533382,-2.9230943,-0.088514835,-0.037843924,-2.0859447,-0.34149405,-1.3174286,-0.53994894,-1.328572,0.1848288,0.79824007,0.09422818,0.0911347,0.5141157,-1.6475229,-2.6591399,-0.02966113,0.6589483,-0.31844813,-2.8322287,0.64667445,0.74393547,0.07427688,0.48786902
34,-0.7240838,0.44133326,-2.3587658,-1.9260416,0.22972889,0.6238199,-0.1099417,-1.3885249,0.95524484,-0.40896368,0.9394709,-2.7627044,-2.1732962,-3.439672,-0.5270484,0.5703493,-0.164813,0.5622383,0.61964995,-1.2001373,-0.046629783,0.0062984303,-1.0590985,-0.06988588,-2.0266256,0.38100395,-7.2365093,-0.27282912,0.36891767,0.640155,-4.531349,-0.04814725
35,-0.28241462,0.7115761,-0.2641472,-1.8509024,0.08784991,-0.31198898,-0.4515725,-1.4843161,-2.9338958,0.0133604705,0.19050835,-0.27587417,-0.8748013,-1.257633,-4.090015,-4.1958284,0.36534092,1.255099,-0.34472752,-0.039870787,-1.1489986,-0.3261698,-0.4266259,-0.1458611,-2.4070446,-0.85814834,-0.31800023,-0.066022016,-1.0449843,0.81250906,-0.9954813,-0.39140004
36,-1.0478636,0.9319313,0.17555565,-4.4617558,0.5772914,1.3135482,-1.0129334,-0.045015167,-0.47184822,-1.8451353,0.6507024,-0.114730276,-1.4596698,0.0028502096,-0.5511865,0.12368185,-1.8137971,0.385874,0.607047,-0.4179645,0.025127875,-2.162407,-0.56782335,-2.3231544,-0.20111793,-0.1642306,0.64329183,-2.2170298,-0.14916551,1.3016956,0.16441174,0.1862588
37,0.33345222,0.47394836,0.44626707,-1.3697513,-3.2189238,0.78106195,-0.97673124,-0.752943,0.11845617,-0.2346937,-0.87699187,0.45284212,-0.36663687,-2.4104025,-0.5717915,-0.1652525,-1.3193467,1.6270088,-0.96631956,-0.930894,-2.5077896,0.5687072,-0.86093843,-0.20224495,-1.7466613,-0.42138758,-0.225369,-0.21054417,-2.2567415,0.732913,-0.7453152,-3.4950702
38,0.3512718,0.28778547,-6.400744,0.1503539,-0.4222391,1.3447318,-2.6609943,-0.25666067,-1.1076674,-0.4932111,-1.2076986,-2.9294028,0.6955616,0.26441726,-3.954681,0.13908122,0.7750729,0.96159464,-2.2635732,-0.41868833,-0.2809771,-1.7845339,-0.91201514,-0.58672565,-0.18865624,-2.4461246,0.22436458,-0.40397197,-0.6390823,1.1207885,0.18027067,-1.1175865
39,-0.7092777,0.100813664,-1.7007282,-3.4217398,-0.88915116,0.17482562,-3.4170473,-0.16554317,-0.76238215,-0.07754637,0.13394201,-0.69484675,-1.6264299,-0.0656816,-1.0314412,-0.040790424,-1.6768723,0.2580562,-0.67674726,-1.6601266,-0.0363058,-2.1048436,-1.164291,-0.5213377,-0.112957336,0.77354616,-0.4627637,-0.27818093,-0.35091013,2.071019,0.4208709,-0.100405335
40,-0.13619457,0.26015842,-0.9398517,0.5623976,0.15513961,0.06906819,-0.8157421,-0.78343713,-1.6210927,0.18208346,-1.8388596,-0.64271665,-1.6425676,-1.236728,-0.008417614,-3.7752166,-2.9270856,1.1154808,0.005896882,-0.97160745,-1.147959,-0.27188614,-1.0922415,0.02487921,-2.14738,-1.2081649,-0.027066177,0.015784893,-2.360406,-0.22581168,-1.5959549,0.4773854
41,-1.0980167,0.81042284,0.28609163,-3.9397593,0.110601686,0.32717276,0.1333139,0.12259169,-0.31730437,-3.0109031,0.69020605,0.30083957,-2.4410522,0.109141536,-0.24724601,-0.15126306,-0.10222942,0.45742765,0.1449828,-0.5630756,0.07134593,-1.5545093,-0.6411892,-2.9590304,0.041634947,0.1284962,-0.6520903,-3.3227887,-0.08557214,1.7663119,0.13886476,-0.39344627
42,-4.2918305,1.0285269,0.25422448,-3.818541,-0.1973769,0.9608151,-1.4998074,-0.027517002,-1.7282448,-2.4909058,-0.790895,1.0061504,0.16957468,-0.28455898,0.023620198,0.80343217,-0.7819108,1.0159523,-0.52239126,-0.09018648,0.03272588,-0.7668994,-0.7106336,-2.2235515,-0.094598666,-0.4700606,-0.17641321,-2.595954,0.12433971,0.7169997,-0.22900762,0.65661985
43,1.059652,0.63203925,-0.057209767,-0.5106442,-4.8153167,-0.048394814,0.16646788,-1.946056,-1.337346,-0.09370877,-0.6672771,-0.21053828,-1.6264342,-1.8687276,-0.814267,0.8585579,-1.1027949,0.3966428,-0.92636055,-1.1472222,-1.9405795,-0.49648482,-0.99962413,-0.33185282,-1.3456258,-1.7089158,-0.41527814,-0.10685972,-2.376123,0.12332638,-0.65463597,-1.2302936
44,-3.1270475,0.3461158,0.4667625,-4.213722,0.27732506,1.9912615,-1.3933661,0.0058205067,-1.6959325,-1.9272828,0.39643753,0.33010098,-0.32556674,3.119291e-05,-0.10442483,0.44328883,0.18611203,0.6841824,0.3831113,-0.19213231,-0.018077848,-2.8094194,-0.22880593,-2.3996658,-0.008789922,-0.1219322,0.16701151,-1.9939587,-0.29430833,2.1332803,-0.017649854,0.05396027
45,-0.37709466,0.3634176,-0.26511842,-0.3266274,-3.9590366,1.4042408,-0.7059367,-1.1015254,0.6591452,0.10315294,-1.1201639,-0.90624464,-2.7304225,-3.3000128,0.27481306,-0.77754605,0.0023876065,0.7059,0.31128675,-0.51354927,-2.1396282,-0.329987,-1.3404945,0.20299672,-1.5491288,-1.2693119,0.38051,0.2576335,-1.6608415,0.6575078,-0.08806273,-1.3029435
46,-2.691698,0.37501663,0.09490822,1.290875,-1.4993826,0.11910584,-0.38691786,-0.8378861,-0.90862983,-0.21633801,0.114118956,-1.7291307,-1.0675085,-1.9475279,0.09131802,-3.319339,-1.0354165,0.58948106,-0.3936148,-0.7682061,-1.7400997,-0.06444058,0.09042439,0.015012141,-2.1192455,-0.317569,0.3156476,-0.20661607,-2.8314316,0.6165791,-0.32158923,-0.31956112
47,-1.8644754,0.6495982,0.72580904,0.4518487,-0.92138904,3.292651,-1.7850293,0.1262485,0.19130586,-2.3003109,-0.12178426,0.05729348,-1.3274511,-0.07323057,-1.0647308,-0.40979695,-1.1299808,0.85428005,-0.19986531,-1.0503423,0.0480165,-0.47139692,-0.1826736,-1.8390725,0.021625772,0.012139893,-0.044540253,-1.8675106,0.060679287,1.7370394,0.28004193,0.35417965
48,-2.0999277,3.4397497,-1.2293565,-2.39077,0.5279589,-0.6073671,-4.026351,0.007255306,-0.44419774,-0.497355,-1.3608235,-1.1562133,-3.3825538,-0.29420212,-1.3268642,0.6186047,2.9333541,0.753375,-3.1420808,-0.089650676,-0.09594463,0.31692722,-0.7300126,-0.63799405,-0.21183467,0.6185394,-2.3502607,-0.452921,-0.1602496,6.517624,0.13938966,-0.8413051
49,0.6034233,1.1743381,0.2632524,0.15857708,-0.16550303,2.7357976,-1.2425778,0.05580889,0.077350244,-2.7212403,-0.11992035,-1.1444302,-2.1477866,-0.22320957,-0.26242292,-0.52511895,-1.3959246,0.8138422,-0.41326576,0.022584433,-0.006211899,-1.3952806,-1.1162997,-2.660225,0.07563835,-0.23165137,-0.93139625,-2.2474957,-0.12945963,1.3991446,0.13158697,0.19812286
50,-2.2555137,1.131261,-9.822978,-0.651621,-0.8199798,1.5949144,0.32729313,-0.25208634,-0.3133677,-0.38391438,-1.1692115,-3.2377725,0.52289736,0.7567521,-3.248075,0.18219785,0.14772777,0.6387967,-1.782047,-0.83874583,-0.332026,-2.2574098,-0.8566863,-0.36970055,0.02070906,-2.1515405,0.5224104,-0.36126631,-0.70608103,2.0355544,-0.09000863,-1.5552096
51,-0.1460805,0.8833689,-0.008919066,0.11684021,-4.7190166,0.24617584,0.40219325,-1.3276713,-2.4695287,0.10727005,-0.10475067,-1.3145795,-1.4173714,-1.275502,-0.67656946,-1.6631914,-2.7596605,0.3511736,-0.19415562,-0.93825203,-2.0328076,0.0026617052,-0.21749608,0.0048410962,-1.1614729,-0.51658165,-1.0017442,-0.1670019,-2.2611108,2.2330623,0.68853927,-1.5172929
52,-2.8112688,0.4040741,-0.16231248,-2.4422512,-0.15345874,-0.093549825,0.31634775,0.0045282906,0.069852985,-2.4072046,0.39963856,-0.24620366,-0.5845147,-0.224619,0.026508925,0.18817736,-1.120981,0.40790862,0.6078923,-0.40716767,-0.08325404,-2.5374105,-1.0047591,-2.613491,0.0049261753,0.741417,0.33076677,-2.9847734,-0.0010999311,2.7078729,0.18544626,0.19139372
53,0.57268965,0.49287552,-1.2747593,-1.3822978,-0.6111595,0.5745726,0.14264241,-1.5009755,-2.0541112,-0.011335548,0.29448056,-0.00520671,-0.725343,0.16169606,0.2337082,-0.48687747,-1.5537357,1.1062007,-0.9518172,-0.33131838,-2.6985366,0.22903395,-0.45604652,-0.08547148,-1.0894092,-0.9168971,0.21196899,0.009131767,-4.5128684,2.4287238,-1.8601027,-1.2610031
54,0.19988671,0.6564521,0.6478933,-1.1284653,-3.111315,0.60802513,-0.10315636,-1.9765815,-1.0249192,-0.2985405,0.7003246,-0.52835613,-1.8864381,-0.038576227,-1.8509475,-1.2218851,0.86319,0.747238,-1.0690411,-0.36394575,-2.5044396,0.54371375,-1.3880233,-0.15652512,-1.6085739,-3.2301085,-0.7131832,-0.103121445,-4.4456635,-0.2204463,-0.8685571,0.6890861
55,-0.62539005,0.40313247,0.9758879,0.3875621,-0.29697043,2.468796,-2.586078,0.19494864,-3.1274755,-1.9333469,-0.5373229,0.10364518,-0.1624706,0.336873,-0.789982,-0.093527034,2.3977633,0.2915697,-0.44414175,-0.024893058,-0.32207513,-4.4524813,-0.55394095,-1.9829749,0.0077317627,0.61757225,-0.58435684,-2.2482169,-0.39703465,0.16069736,0.57511926,-0.73171556
56,-0.8634014,1.1530216,-0.09189976,0.89201,-1.1433945,-0.08741091,0.5744216,-1.156323,-1.084548,-0.0461884,-1.2908859,-0.025424575,-1.5414547,-1.9318681,-0.2820466,-1.257295,-1.5530963,1.395346,0.542358,-0.74141824,-2.584912,-0.67550355,-0.07467127,-0.08506582,-1.4711087,-1.2138307,-0.33113948,-0.061197747,-4.1542296,1.1903234,-0.73103976,-1.0032245
57,0.5810671,0.49819955,-0.18176313,0.52908343,-0.39845583,1.1756935,-5.3699894,0.030089155,-3.9554029,-1.8449255,0.21366468,0.43789548,-1.7243898,-0.11881257,0.45385867,0.6593589,0.84005004,0.7479626,-0.31272125,-0.090407245,0.026405567,-4.7761703,-0.6905487,-1.8164284,0.055303052,0.049264215,-0.82708085,-2.4858198,0.05906285,-1.2959774,-0.6279706,-0.034005962
58,0.8411183,0.6185249,-0.3797618,4.378381,-0.8749263,1.0404862,-0.046337415,-0.10418011,-0.65668505,-0.1762119,-0.24349,-1.6231203,3.5802174,-0.59882903,0.23979583,-1.2075381,-2.7051134,0.52264524,-0.49711874,-0.3482151,-0.37082574,-0.7201629,-0.5433899,-0.14341727,-0.25709647,-0.35782686,-0.109552085,-0.066154845,-0.36994424,11.61949,-0.20823057,-0.16262555
59,-2.2024477,0.5826444,-0.37950176,0.5358615,-0.55845845,0.3242138,-1.8415612,0.08939727,-1.0785298,-2.7279415,0.65981734,0.07284007,-1.2467406,-0.19737631,-0.7718457,0.064312056,-2.1544888,0.44636816,-0.7778967,-0.06908332,0.048090868,-0.3837082,-0.8187757,-2.6462119,-0.029584955,0.7592552,-0.89297754,-2.5633287,-0.13300425,1.4239306,-0.10326358,0.09913679
60,-3.0308177,1.2743522,0.26084414,0.5013108,-0.17893921,2.0528529,-2.5034034,0.03173979,-0.46267247,-3.15707,-0.8751647,0.09602065,0.9940868,-0.093318954,0.63267696,-0.5531639,-1.5833263,0.522023,0.11092059,0.087050684,-0.10431923,-0.38720226,-1.8412828,-2.63783,-0.055447653,0.37696946,0.04566855,-2.7219121,-0.27920356,0.44676232,0.101615444,-0.79351014
61,-1.2754227,1.1879704,-7.0989537,0.18939404,0.34212607,0.112817936,-1.8875253,-0.22111015,0.1726866,-0.646606,-0.17519411,-3.5487895,0.2867681,-0.57371926,-2.8421416,0.14869507,-1.5193894,1.281272,-1.6731789,-0.6484299,-0.30117425,-1.8153238,-0.17586306,-0.5022769,-0.18869801,-2.2370305,0.66259897,-0.6253042,-0.77029145,0.71529555,-0.0449508,-1.9469845
62,0.01323341,0.6007707,-0.28064921,-1.6397629,0.087072685,-0.063201316,-2.6121109,-0.8580842,-0.33981425,-0.028720213,-4.5413465,-3.1690977,-0.08439553,-1.5629815,0.17043078,0.37672168,-0.037516575,0.99662364,-0.91959846,-0.5469035,-0.30166158,0.6333316,-0.21709332,-0.083881654,-1.3711239,-1.5387268,-4.6291385,0.053237714,-0.43451726,3.2724082,-2.6130376,0.83291066
63,-2.2971406,0.94628614,-2.616117,-0.06022855,-0.47617164,-0.288336,-1.6536522,-0.15566306,0.3488024,-0.48798013,0.7161095,-2.890793,1.2403333,0.15427072,-2.6017578,0.3787493,-1.1657076,1.594849,-1.7768117,-1.0477892,-0.37647918,-2.9262803,0.335868,-0.6645632,-0.07941687,-5.43756,-0.37901652,-0.70623344,-0.5569828,-0.39162034,-0.150908,-5.310313
